iteration,before,after,diff
990,600083739,600085292,1553
991,600085513,600087080,1567
992,600098801,600100620,1819
993,600100869,600102432,1563
994,600102653,600104214,1561
995,600104432,600105995,1563
996,600106211,600107774,1563
997,600107991,600109558,1567
998,600109775,600111337,1562
999,600111556,600113118,1562
